SMILES,Protein,ChEMBL ID,Name,canonical_smiles,Molecular Weight,LogP,HBA,HBD,TPSA,target_chembl_id,binding_affinity,standard_type,standard_value,standard_units,not_measured
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Epidermal growth factor receptor,CHEMBL279138,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,518.57,3.6,8.0,6.0,186.7,CHEMBL203,4.68,IC50,21000.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Epidermal growth factor receptor,CHEMBL279138,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,518.57,3.6,8.0,6.0,186.7,CHEMBL203,4.62,IC50,24000.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Epidermal growth factor receptor,CHEMBL279138,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,518.57,3.6,8.0,6.0,186.7,CHEMBL203,5.66,IC50,2200.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,518.57,3.6,8.0,6.0,186.7,CHEMBL279,0.0,,,,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Estrogen receptor,CHEMBL44,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,518.57,3.6,8.0,6.0,186.7,CHEMBL206,0.0,,,,1
CCOc1cc2ncc(C#N)c(Nc3ccc(Cn4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Epidermal growth factor receptor,CHEMBL179074,,CCOc1cc2ncc(C#N)c(Nc3ccc(Cn4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,530.03,5.2,8.0,2.0,108.1,CHEMBL203,6.29,IC50,519.0,nM,0
CCOc1cc2ncc(C#N)c(Nc3ccc(Cn4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCOc1cc2ncc(C#N)c(Nc3ccc(Cn4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,530.03,5.2,8.0,2.0,108.1,CHEMBL279,0.0,,,,1
CCOc1cc2ncc(C#N)c(Nc3ccc(Cn4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Estrogen receptor,CHEMBL44,,CCOc1cc2ncc(C#N)c(Nc3ccc(Cn4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,530.03,5.2,8.0,2.0,108.1,CHEMBL206,0.0,,,,1
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccco4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Epidermal growth factor receptor,CHEMBL176199,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccco4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,546.03,6.13,8.0,2.0,112.65,CHEMBL203,7.64,IC50,23.0,nM,0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccco4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccco4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,546.03,6.13,8.0,2.0,112.65,CHEMBL279,0.0,,,,1
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccco4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Estrogen receptor,CHEMBL44,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccco4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,546.03,6.13,8.0,2.0,112.65,CHEMBL206,0.0,,,,1
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,Epidermal growth factor receptor,CHEMBL365606,,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,454.53,5.17,8.0,1.0,86.34,CHEMBL203,6.7,IC50,200.0,nM,0
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,454.53,5.17,8.0,1.0,86.34,CHEMBL279,0.0,,,,1
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,Estrogen receptor,CHEMBL44,,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,454.53,5.17,8.0,1.0,86.34,CHEMBL206,0.0,,,,1
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,Epidermal growth factor receptor,CHEMBL77030,TYRPHOSTIN 47,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,220.25,1.29,4.0,3.0,90.27,CHEMBL203,6.07,Ki,850.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,Epidermal growth factor receptor,CHEMBL77030,TYRPHOSTIN 47,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,220.25,1.29,4.0,3.0,90.27,CHEMBL203,5.16,IC50,7000.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,Epidermal growth factor receptor,CHEMBL77030,TYRPHOSTIN 47,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,220.25,1.29,4.0,3.0,90.27,CHEMBL203,5.62,IC50,2400.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,Vascular endothelial growth factor receptor 2,CHEMBL86531,TYRPHOSTIN 47,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,220.25,1.29,4.0,3.0,90.27,CHEMBL279,0.0,,,,1
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,Estrogen receptor,CHEMBL44,TYRPHOSTIN 47,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,220.25,1.29,4.0,3.0,90.27,CHEMBL206,0.0,,,,1
COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,Epidermal growth factor receptor,CHEMBL93181,,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,330.19,4.14,4.0,1.0,47.04,CHEMBL203,8.0,IC50,10.0,nM,0
COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,330.19,4.14,4.0,1.0,47.04,CHEMBL279,0.0,,,,1
COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,Estrogen receptor,CHEMBL44,,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,330.19,4.14,4.0,1.0,47.04,CHEMBL206,0.0,,,,1
COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,Epidermal growth factor receptor,CHEMBL316064,,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,349.31,4.41,5.0,1.0,56.27,CHEMBL203,9.62,IC50,0.24,nM,0
COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,Epidermal growth factor receptor,CHEMBL316064,,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,349.31,4.41,5.0,1.0,56.27,CHEMBL203,9.61,IC50,0.2455,nM,0
COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,349.31,4.41,5.0,1.0,56.27,CHEMBL279,0.0,,,,1
COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,Estrogen receptor,CHEMBL44,,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,349.31,4.41,5.0,1.0,56.27,CHEMBL206,0.0,,,,1
CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,Epidermal growth factor receptor,CHEMBL55979,,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,308.34,2.88,4.0,3.0,93.35,CHEMBL203,5.46,IC50,3500.0,nM,0
CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,Epidermal growth factor receptor,CHEMBL55979,,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,308.34,2.88,4.0,3.0,93.35,CHEMBL203,5.6,IC50,2511.89,nM,0
CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,Epidermal growth factor receptor,CHEMBL55979,,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,308.34,2.88,4.0,3.0,93.35,CHEMBL203,6.4,IC50,400.0,nM,0
CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,Epidermal growth factor receptor,CHEMBL55979,,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,308.34,2.88,4.0,3.0,93.35,CHEMBL203,6.07,IC50,860.0,nM,0
CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,308.34,2.88,4.0,3.0,93.35,CHEMBL279,0.0,,,,1
CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,Estrogen receptor,CHEMBL44,,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,308.34,2.88,4.0,3.0,93.35,CHEMBL206,0.0,,,,1
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,Epidermal growth factor receptor,CHEMBL243837,,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,562.03,4.29,9.0,2.0,122.75,CHEMBL203,7.91,IC50,12.2,nM,0
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,Epidermal growth factor receptor,CHEMBL243837,,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,562.03,4.29,9.0,2.0,122.75,CHEMBL203,7.45,IC50,35.6,nM,0
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,Vascular endothelial growth factor receptor 2,CHEMBL243837,,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,562.03,4.29,9.0,2.0,122.75,CHEMBL279,7.1,IC50,80.2,nM,0
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,Vascular endothelial growth factor receptor 2,CHEMBL243837,,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,562.03,4.29,9.0,2.0,122.75,CHEMBL279,6.75,IC50,178.8,nM,0
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,Estrogen receptor,CHEMBL44,,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,562.03,4.29,9.0,2.0,122.75,CHEMBL206,0.0,,,,1
CC(=O)OC(Cc1c(SSc2[nH]c3ccccc3c2CC(OC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,Epidermal growth factor receptor,CHEMBL348146,,CC(=O)OC(Cc1c(SSc2[nH]c3ccccc3c2CC(OC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,734.9,7.03,8.0,4.0,142.38,CHEMBL203,4.55,IC50,28000.0,nM,0
CC(=O)OC(Cc1c(SSc2[nH]c3ccccc3c2CC(OC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC(=O)OC(Cc1c(SSc2[nH]c3ccccc3c2CC(OC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,734.9,7.03,8.0,4.0,142.38,CHEMBL279,0.0,,,,1
CC(=O)OC(Cc1c(SSc2[nH]c3ccccc3c2CC(OC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,Estrogen receptor,CHEMBL44,,CC(=O)OC(Cc1c(SSc2[nH]c3ccccc3c2CC(OC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,734.9,7.03,8.0,4.0,142.38,CHEMBL206,0.0,,,,1
Cc1cc(C=C(C#N)C#N)cc(O)c1O,Epidermal growth factor receptor,CHEMBL116423,,Cc1cc(C=C(C#N)C#N)cc(O)c1O,200.2,1.84,4.0,2.0,88.04,CHEMBL203,5.25,IC50,5600.0,nM,0
Cc1cc(C=C(C#N)C#N)cc(O)c1O,Epidermal growth factor receptor,CHEMBL116423,,Cc1cc(C=C(C#N)C#N)cc(O)c1O,200.2,1.84,4.0,2.0,88.04,CHEMBL203,4.89,IC50,13000.0,nM,0
Cc1cc(C=C(C#N)C#N)cc(O)c1O,Epidermal growth factor receptor,CHEMBL116423,,Cc1cc(C=C(C#N)C#N)cc(O)c1O,200.2,1.84,4.0,2.0,88.04,CHEMBL203,4.21,IC50,61659.5,nM,0
Cc1cc(C=C(C#N)C#N)cc(O)c1O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Cc1cc(C=C(C#N)C#N)cc(O)c1O,200.2,1.84,4.0,2.0,88.04,CHEMBL279,0.0,,,,1
Cc1cc(C=C(C#N)C#N)cc(O)c1O,Estrogen receptor,CHEMBL44,,Cc1cc(C=C(C#N)C#N)cc(O)c1O,200.2,1.84,4.0,2.0,88.04,CHEMBL206,0.0,,,,1
Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1,Epidermal growth factor receptor,CHEMBL171311,,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1,344.42,3.46,5.0,2.0,76.96,CHEMBL203,6.36,IC50,440.0,nM,0
Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1,344.42,3.46,5.0,2.0,76.96,CHEMBL279,0.0,,,,1
Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1,Estrogen receptor,CHEMBL44,,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1,344.42,3.46,5.0,2.0,76.96,CHEMBL206,0.0,,,,1
Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,Epidermal growth factor receptor,CHEMBL165731,,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,364.45,2.82,7.0,2.0,75.2,CHEMBL203,7.7,IC50,20.0,nM,0
Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,Epidermal growth factor receptor,CHEMBL165731,,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,364.45,2.82,7.0,2.0,75.2,CHEMBL203,8.82,IC50,1.5,nM,0
Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,364.45,2.82,7.0,2.0,75.2,CHEMBL279,0.0,,,,1
Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,Estrogen receptor,CHEMBL44,,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,364.45,2.82,7.0,2.0,75.2,CHEMBL206,0.0,,,,1
Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,Epidermal growth factor receptor,CHEMBL160935,,Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,512.61,7.12,8.0,0.0,70.28,CHEMBL203,5.11,IC50,7700.0,nM,0
Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,512.61,7.12,8.0,0.0,70.28,CHEMBL279,0.0,,,,1
Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,Estrogen receptor,CHEMBL44,,Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,512.61,7.12,8.0,0.0,70.28,CHEMBL206,0.0,,,,1
O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,Epidermal growth factor receptor,CHEMBL93635,,O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,300.7,3.94,5.0,1.0,80.95,CHEMBL203,6.09,IC50,812.83,nM,0
O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,300.7,3.94,5.0,1.0,80.95,CHEMBL279,0.0,,,,1
O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,Estrogen receptor,CHEMBL44,,O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,300.7,3.94,5.0,1.0,80.95,CHEMBL206,0.0,,,,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,Epidermal growth factor receptor,CHEMBL56879,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,310.27,2.8,6.0,2.0,124.46,CHEMBL203,4.96,IC50,11000.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,Epidermal growth factor receptor,CHEMBL56879,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,310.27,2.8,6.0,2.0,124.46,CHEMBL203,5.64,IC50,2300.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,310.27,2.8,6.0,2.0,124.46,CHEMBL279,0.0,,,,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,Estrogen receptor,CHEMBL44,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,310.27,2.8,6.0,2.0,124.46,CHEMBL206,0.0,,,,1
Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,Epidermal growth factor receptor,CHEMBL345988,,Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,354.21,4.2,4.0,3.0,79.62,CHEMBL203,6.83,IC50,147.0,nM,0
Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,Epidermal growth factor receptor,CHEMBL345988,,Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,354.21,4.2,4.0,3.0,79.62,CHEMBL203,6.31,IC50,493.0,nM,0
Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,354.21,4.2,4.0,3.0,79.62,CHEMBL279,0.0,,,,1
Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,Estrogen receptor,CHEMBL44,,Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,354.21,4.2,4.0,3.0,79.62,CHEMBL206,0.0,,,,1
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL319620,LAVENDUSTIN C,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,275.26,2.11,5.0,5.0,110.02,CHEMBL203,6.82,IC50,150.0,nM,0
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL319620,LAVENDUSTIN C,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,275.26,2.11,5.0,5.0,110.02,CHEMBL203,7.52,IC50,30.0,nM,0
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL319620,LAVENDUSTIN C,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,275.26,2.11,5.0,5.0,110.02,CHEMBL203,4.04,IC50,92000.0,nM,0
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL319620,LAVENDUSTIN C,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,275.26,2.11,5.0,5.0,110.02,CHEMBL203,5.4,IC50,4000.0,nM,0
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL319620,LAVENDUSTIN C,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,275.26,2.11,5.0,5.0,110.02,CHEMBL203,5.54,IC50,2900.0,nM,0
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,Vascular endothelial growth factor receptor 2,CHEMBL86531,LAVENDUSTIN C,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,275.26,2.11,5.0,5.0,110.02,CHEMBL279,0.0,,,,1
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,Estrogen receptor,CHEMBL44,LAVENDUSTIN C,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,275.26,2.11,5.0,5.0,110.02,CHEMBL206,0.0,,,,1
Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,Epidermal growth factor receptor,CHEMBL425402,,Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,342.76,4.73,5.0,2.0,59.07,CHEMBL203,5.57,IC50,2700.0,nM,0
Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,Epidermal growth factor receptor,CHEMBL425402,,Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,342.76,4.73,5.0,2.0,59.07,CHEMBL203,5.96,IC50,1100.0,nM,0
Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,342.76,4.73,5.0,2.0,59.07,CHEMBL279,0.0,,,,1
Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,Estrogen receptor,CHEMBL44,,Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,342.76,4.73,5.0,2.0,59.07,CHEMBL206,0.0,,,,1
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,Epidermal growth factor receptor,CHEMBL420059,,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,420.51,3.32,7.0,1.0,68.74,CHEMBL203,6.24,IC50,570.0,nM,0
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,Epidermal growth factor receptor,CHEMBL420059,,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,420.51,3.32,7.0,1.0,68.74,CHEMBL203,6.52,IC50,300.0,nM,0
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,420.51,3.32,7.0,1.0,68.74,CHEMBL279,0.0,,,,1
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,Estrogen receptor,CHEMBL44,,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,420.51,3.32,7.0,1.0,68.74,CHEMBL206,0.0,,,,1
COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,Epidermal growth factor receptor,CHEMBL419501,,COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,496.41,4.74,6.0,2.0,79.38,CHEMBL203,7.07,IC50,85.0,nM,0
COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,496.41,4.74,6.0,2.0,79.38,CHEMBL279,0.0,,,,1
COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,Estrogen receptor,CHEMBL44,,COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,496.41,4.74,6.0,2.0,79.38,CHEMBL206,0.0,,,,1
c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,Epidermal growth factor receptor,CHEMBL153419,,c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,291.38,4.46,4.0,1.0,37.81,CHEMBL203,6.72,IC50,191.0,nM,0
c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,291.38,4.46,4.0,1.0,37.81,CHEMBL279,0.0,,,,1
c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,Estrogen receptor,CHEMBL44,,c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,291.38,4.46,4.0,1.0,37.81,CHEMBL206,0.0,,,,1
